issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-2458,ZooKeeper,2016-06-29T21:48:58.000+0000,Major,Remove license file for servlet-api dependency,"In ZOOKEEPER-2235, we changed the license of the servlet-api dependency to the correct one ALv2, but didn't remove the CDDL license file, which is incorrect. This jira removes the incorrect license fi",fpj,fpj
ZOOKEEPER-2457,ZooKeeper,2016-06-29T21:47:20.000+0000,Major,Remove license file for servlet-api dependency,"In ZOOKEEPER-2235, we changed the license of the servlet-api dependency to the correct one ALv2, but didn't remove the CDDL license file, which is incorrect. This jira removes the incorrect license fi",fpj,fpj
ZOOKEEPER-2456,ZooKeeper,2016-06-29T19:32:32.000+0000,Major,Provide API to get user from different authentication providers,Currently zookeeper server same field is used to store both user name and passwordProvide a mechanism to separate the user and password either by adding new field or by adding new APIDETAILS:org.apach,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2455,ZooKeeper,2016-06-28T06:01:36.000+0000,Major,unexpected server response ZRUNTIMEINCONSISTENCY,"Hi Folks,I am hitting an error in my C client code and below are the set of operations I perform:  1.  Zookeeper Client connected to Zookeeper server S1 and a new server S2 gets added.  2.  monitor zo",cdpradeepa,cdpradeepa
ZOOKEEPER-2454,ZooKeeper,2016-06-27T09:16:43.000+0000,Minor,Limit Connection Count based on User,ZooKeeper currently can limit connection count from clients coming from the same ip. It is a great feature to malfunctioning clients DOS-ing the server with many requests.I propose additional safegura,botond.hejj,botond.hejj
ZOOKEEPER-2453,ZooKeeper,2016-06-25T16:49:28.000+0000,Minor,"Cannot compile on ARM: ""Error: bad instruction `lock xaddl""",It seems that this is a bug equivalent to the issue ZOOKEEPER-1374.make[5]: Entering directory '/home/pi/Downloads/mesos-0.28.2/build/3rdparty/zookeeper-3.4.5/src/c'if /bin/bash ./libtool --tag=CC --m,mthies,mthies
ZOOKEEPER-2452,ZooKeeper,2016-06-23T20:17:42.000+0000,Critical,Back-port ZOOKEEPER-1460 to 3.4 for IPv6 literal address support.,"Via code inspection, I see that the ""server.nnn"" configuration key does not support literal IPv6 addresses because the property value is split on "":"". In v3.4.3, the problem is in QuorumPeerConfig:{no",cnauroth,cnauroth
ZOOKEEPER-2451,ZooKeeper,2016-06-23T19:32:43.000+0000,Major,do not make use of system properties for security configuration,"Is there (or could there be) a way to set up security for ZK client that doesn't involve calls like {noformat}System.setProperty(ZooKeeperSaslClient.LOGIN_CONTEXT_NAME_KEY, SASL_LOGIN_CONTEXT_NAME);{n",sershe,sershe
ZOOKEEPER-2450,ZooKeeper,2016-06-22T21:11:40.000+0000,Critical,Upgrade Netty version due to security vulnerability (CVE-2014-3488),This JIRA recreates ZOOKEEPER-2432 which was deleted as the collateral damage during the spamming fighting effort Apache Infrastructure Team did weeks ago. Recreate the JIRA for the record so external,hanm,hanm
ZOOKEEPER-2449,ZooKeeper,2016-06-20T12:52:32.000+0000,Minor,Refresh the invalid host which got unknownhostexception during connection in StaticHostProvider,"As per the current logic if a host has ""UnknownHostException"" during zookeeper client object connection and it is never refreshed after that. Incase host comes back, this class won't try to connect it",vishk,vishk
ZOOKEEPER-2448,ZooKeeper,2016-06-19T15:16:15.000+0000,Major,Expose result of reconfiguration via JMX,"Currently, the main way to get the result of a reconfiguration is to look at the server logs. One possible way to expose a reconfiguration command and its result is to do it via JMX. One advantage ove",fpj,fpj
ZOOKEEPER-2447,ZooKeeper,2016-06-15T12:56:26.000+0000,Major,Zookeeper adds  good delay when one of the quorum host is not reachable,"StaticHostProvider --> resolveAndShuffle method adds all of the address which are valid in the quorum to the list, shuffles them and sends back to client connection class. If after shuffling if first ",vishk,vishk
ZOOKEEPER-2446,ZooKeeper,2016-06-08T10:03:01.000+0000,Critical,License missing in the pom.xml,"Assembling a {{NOTICE}} file in a project that uses Zookeeper I've realized the {{pom.xml}} does not declare the license, at least in the whole {{3.4.x}} branch, e.g., https://repo1.maven.org/maven2/o",wikier,wikier
ZOOKEEPER-2445,ZooKeeper,2016-06-08T08:56:59.000+0000,Critical,"Add a new node to cluster, error config file but sucessed","I want to add a new node to a test cluster with three node. So I tried with the folling steps: 1. I copied one foller zookeeper directory, and edit clientPort, dataDir , logDir, myid file, and then ad",Ahaha,Ahaha
ZOOKEEPER-2444,ZooKeeper,2016-06-07T11:01:08.000+0000,Major,Fix NULL handling for getlogin() call,https://github.com/apache/zookeeper/pull/70,vespian,vespian
ZOOKEEPER-2443,ZooKeeper,2016-06-07T09:42:49.000+0000,Major,Invalid Memory Access (SEGFAULT) and undefined behaviour in c client,"Hey,I encountered some issues with the zookeepeer c client.The problem starts in the zookeeper_init_internal method. A lot of initialization work is performed here and if any of the initialization rou",paulasmuth,paulasmuth
ZOOKEEPER-2442,ZooKeeper,2016-06-03T23:05:36.000+0000,Major,Socket leak in QuorumCnxManager connectOne,"The function connectOne() in QuorumCnxManager.java sometimes fails to release a socket allocated by Socket():{code} try {                if (LOG.isDebugEnabled()) {                    LOG.debug(""Openi",hanm,hanm
ZOOKEEPER-2441,ZooKeeper,2016-06-03T08:37:31.000+0000,Major,C API maps getaddrinfo() transient and permanent failures to the same value,https://github.com/apache/zookeeper/blob/trunk/src/c/src/zookeeper.c#L560maps getaddrinfo() return values indicating a transient failure (e.g. EAI_AGAIN) to same value (EINVAL) that zookeeper_init() u,aerdei,aerdei
ZOOKEEPER-2440,ZooKeeper,2016-06-02T21:01:32.000+0000,Major,permanent SESSIONMOVED error after client app reconnects to zookeeper cluster,"ZOOKEEPER-710 fixed the issue when the request is not a multi request. However, the multi request is handled a little bit differently as the code didn't throw the SESSIONMOVED exception. In addition, ",nerdyyatrice,nerdyyatrice
ZOOKEEPER-2439,ZooKeeper,2016-06-02T03:17:20.000+0000,Major,The order of asynchronous setACL is not correct.,"Within a given client connection, the execution of commands on the ZooKeeper server is always ordered, as both synchronous and asynchronous commands are dispatched through queuePacket (directly or ind",kazuakibanzai,kazuakibanzai
ZOOKEEPER-2438,ZooKeeper,2016-06-01T15:21:31.000+0000,Minor,Create sample program for multi client single JVM scenario.,Create sample program for multi client single JVM scenario which is handled in ZOOKEEPER-2139. ,arshad.mohammad,arshad.mohammad
ZOOKEEPER-2437,ZooKeeper,2016-05-31T19:43:16.000+0000,Critical,Need detailed diagnostics for Zookeeper Connection Issues,"Using a zookeeper ensemble with Apache Solr, the client connection (socket) can be disconnected by either Solr or Zookeeper.  If the connection fails on the Zookeeper and we are in DEBUG mode then add",harcor,harcor
ZOOKEEPER-2436,ZooKeeper,2016-05-30T08:39:21.000+0000,Minor,Inconsistent truncation logic and out of sync logging and comments in recovery code,"Consider this scenario:# Ensemble of nodes A, B, C, D, E with A as the leader# Nodes A, B get partitioned from C, D, E# Leader A receives a write _before it detects_ that it has lost its quorum so it ",EdRowe,EdRowe
ZOOKEEPER-2435,ZooKeeper,2016-05-29T07:32:21.000+0000,Minor,miss event when the leader stop,"Hi All, In my projects, I use three ZooKeeper server as an ensemble:zk1 as a follower on 192.168.25.221,zk2 as a follower on 192.168.25.222,zk3 as the leader on 192.168.25.223.My two programs using Zo",BourneHan,BourneHan
ZOOKEEPER-2434,ZooKeeper,2016-05-29T01:56:59.000+0000,Minor,Error handling issues in truncation code,"# If FileTxnLog.truncate() is unable to delete a log file, it calls LOG.warn() but otherwise does nothing. I think this should be a fatal error not a logged warning. Otherwise those log files are goin",EdRowe,EdRowe
ZOOKEEPER-2433,ZooKeeper,2016-05-23T09:47:07.000+0000,Major,ZooKeeperSaslServer: allow user principals in subject,"The _createSaslServer_ function in ZooKeeperSaslServer +handles only service principal names+ (eg. *service_name/{color:blue}machine_name{color}@realm*), though sometimes user/service principal names ",andy_b,andy_b
ZOOKEEPER-2432,ZooKeeper,2016-05-22T16:43:41.000+0000,Major,Document how to use single thread C client API to monitor connection status.,"We need document the correct approach (use watchers combined with zookeeper_interest, select, and zookeeper_process) for monitoring connection events between client and server using single thread C li",hanm,hanm
ZOOKEEPER-2431,ZooKeeper,2016-05-22T16:37:57.000+0000,Major,C client documentation improvement,The existing documentation of C client in Programmer's Guide is incomplete and there are many TBD sections. We should improve the documentation by completing all the TBD sections and add more sample c,hanm,hanm
ZOOKEEPER-2430,ZooKeeper,2016-05-21T08:55:13.000+0000,Major,Remove jute.maxbuffer limit packetLen in client side,"jute.maxbuffer can be configured in both client and server side, if we try to getChildrenfrom a parent znode with large number of children znode, client may failed to get becauseof packetLen is more t",zhangyongxyz,zhangyongxyz
ZOOKEEPER-2429,ZooKeeper,2016-05-17T15:19:36.000+0000,Minor,IbmX509 KeyManager and TrustManager algorithm not supported,"When connecting from a zookeeper client running in IBM WebSphere Application Server version 8.5.5, with SSL configured in ZooKeeper, the below mentioned exception is observed.org.jboss.netty.channel.C",sauravmanit,sauravmanit
ZOOKEEPER-2422,ZooKeeper,2016-05-02T17:41:54.000+0000,Major,Improve health reporting by adding heap stats,"In order to improve remote monitoring of the ZooKeeper instance using tools like Icinga/NRPE, it is very desirable to expose JVM heap stats via a light-weight interface. The ""mntr"" 4lw is a good candi",evolvah,evolvah
ZOOKEEPER-2421,ZooKeeper,2016-05-02T14:56:30.000+0000,Major,testSessionReuse is commented out,This test case in SessionTest:{noformat}   testSessionReuse{noformat}is commented out.,fpj,fpj
ZOOKEEPER-2420,ZooKeeper,2016-05-02T05:13:54.000+0000,Major,Autopurge deletes log file prior to oldest retained snapshot even though restore may need it,"Autopurge retains all log files whose zxid are >= the zxid of the oldest snapshot file that it is going to retain (in PurgeTxnLog retainNRecentSnapshots()). However, unless there is a log file with th",EdRowe,EdRowe
ZOOKEEPER-2419,ZooKeeper,2016-05-01T11:12:40.000+0000,Blocker,Zookeeper.log filling up faster,"I am seeing that the /var/log/zookeeper/zookeeper.out file is getting filled up faster than usual. It has grown upto 5 GB. When I further saw the out file, lot of them are [INFO] as follows:2016-03-22",karthikban@gmail.com,karthikban@gmail.com
ZOOKEEPER-2418,ZooKeeper,2016-04-28T16:57:10.000+0000,Critical,txnlog diff sync can skip sending some transactions to followers,"If the leader is having disk issues so that its on disk txnlog is behind the in memory commit log, it will send a DIFF that is missing the transactions in between the two.Example:There are 5 hosts in ",nwolchko,nwolchko
ZOOKEEPER-2416,ZooKeeper,2016-04-26T08:02:07.000+0000,Major,Remove Java System property usage from ZooKeeper server code,"Many ZooKeeper properties are used as Java System properties in the ZooKeeper code.Some example:{code}public static int getSnapCount() {String sc = System.getProperty(""zookeeper.snapCount"");{code}{cod",arshad.mohammad,arshad.mohammad
ZOOKEEPER-2415,ZooKeeper,2016-04-24T14:30:34.000+0000,Major,SessionTest is using Thread deprecated API.,The test class is using calls such as {{Thread.suspend}} and {{Thread.resume}}.,fpj,fpj
ZOOKEEPER-2414,ZooKeeper,2016-04-21T04:07:20.000+0000,Critical,c-client aborted when operate's path is invalid in zoo_amulti ,"code like this:{code}zoo_op_t ops[2];zoo_op_result_t results[2];zoo_create_op_init(ops, ""test"", ""1"", 1, &ZOO_OPEN_ACL_UNSAFE, 0, NULL, 0);zoo_create_op_init(ops+1, ""/test/1"", ""2"", 1, &ZOO_OPEN_ACL_UNS",johnlanni,johnlanni
ZOOKEEPER-2413,ZooKeeper,2016-04-13T18:35:50.000+0000,Major,ContainerManager doesn't close the Timer it creates when stop() is called,ContainerManager creates a Timer object. It's stop() method cancel's the running task but doesn't close the Timer itself. This ends up leaking a Thread (internal to the Timer).,randgalt,randgalt
ZOOKEEPER-2412,ZooKeeper,2016-04-12T13:32:11.000+0000,Major,"leader zk out of memory,  and leader db lastZxid is not update when process set data. ","the time begin to have problem is 20:59:47(1) out of memory log:2016-03-24 23:01:21,355 [myid:4] - INFO  [LearnerHandler-/192.168.50.26:35112:LearnerHandler@330] - Follower sid: 6 : info : org.apache.",Yongcheng,Yongcheng
ZOOKEEPER-2411,ZooKeeper,2016-04-11T09:03:44.000+0000,Major,email,,edevil,edevil
ZOOKEEPER-2410,ZooKeeper,2016-04-01T18:20:23.000+0000,Trivial,add time unit to 'ELECTION TOOK' log.info message,A three-line change to add the time unit to 'ELECTION TOOK' log.info message to help people not yet so familiar with zookeeper interpret log files.,cpoerschke,cpoerschke
ZOOKEEPER-2409,ZooKeeper,2016-04-01T06:59:51.000+0000,Major,zookeeper recipes lock's c implement: function child_floor bug,1. start zookeeper cluster with multi servers2. multi clients connect to different zookeeper server at the same time3. clients use lock from zookeeper recipes lock's C implement.for example:Client A  ,europelee,europelee
ZOOKEEPER-2408,ZooKeeper,2016-04-01T02:44:05.000+0000,Major,zoo_awget() ctx memory does not be freed if callback watcher was not invoked,"I lunch a client, then watch some node, call zoo_awget() to watch data, when the client exit, if the node data doesn't change, the callback 'watcher' won't be  invoked. and the memory of watcherCtx is",DyncKevin,DyncKevin
